respondent_id,credential_motivation,motivation_type,community_feature_appeal,subscription_wtp,subscription_wtp_numeric,artbox_wtp,artbox_wtp_numeric,purchase_style,session_format_preference,preferred_session_duration,tech_comfort_score_s2,concept_nps_score,top_valued_feature,gifting_intent,open_conversion_requirement,referral_propensity,subscription_intent_label
AURA_0696,LinkedIn_Only,Status_Signal,Yes_Strongly,349_499,424,799_1199,999,Impulse,Guided_Freestyle,45_min,4,9,,Probably,The artwork should be worth showing — printable quality,Probably,Not_Interested_Sub
AURA_1245,Strong_Yes,Status_Signal,Yes_Somewhat,349_499,424,299_499,399,Planned,Guided_Stepwise,60_min,4,9,AI_Coaching,Definitely,Need to support Hindi language tutorials,Definitely,Subscribe_Immediately
AURA_1370,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,Above_499,599,499_799,649,Impulse,Challenge_Mode,60_min,3,8,Pod_Aesthetics,Definitely,I want to see my progress visually tracked over time,No,Pay_Per_Session
AURA_1578,Strong_Yes,Wellness,Yes_Somewhat,349_499,424,Below_299,199,Impulse,Challenge_Mode,45_min,5,8,Supply_Quality,Maybe,Good quality brushes and paints — not cheap materials,Maybe,Try_Free_Trial
AURA_0069,Strong_Yes,Wellness,No,99_199,149,299_499,399,Impulse,Meditative,45_min,5,8,AI_Coaching,Definitely,Need to support Hindi language tutorials,Definitely,Try_Free_Trial
AURA_1660,Strong_Yes,Wellness,Neutral,199_349,274,299_499,399,Planned,Guided_Stepwise,45_min,5,9,AI_Coaching,Probably,Corporate team building package must have good group pricing,Maybe,Subscribe_Immediately
AURA_1189,Not_Motivated,Quality_Time,Yes_Strongly,Above_499,599,,399,Social_Proof,Guided_Stepwise,90_min,3,8,Supply_Quality,Definitely,I'd love a date night version with my partner,Probably,Subscribe_Immediately
AURA_1182,LinkedIn_Only,Wellness,Yes_Somewhat,Below_99,60,799_1199,999,Planned,Guided_Freestyle,60_min,4,7,Indian_Art_Content,No,Clean and hygienic environment is non-negotiable,No,Not_Interested_Sub
AURA_1056,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,349_499,424,Below_299,199,Planned,Challenge_Mode,60_min,3,9,Supply_Quality,Maybe,Integration with Instagram for direct sharing would be amazing,Probably,Try_Free_Trial
AURA_0148,Not_Motivated,Quality_Time,Yes_Strongly,99_199,149,Below_299,199,Offer_Driven,Guided_Stepwise,60_min,4,8,AI_Coaching,Definitely,The artwork should be worth showing — printable quality,Maybe,Pay_Per_Session
AURA_0982,Strong_Yes,Wellness,Neutral,349_499,424,499_799,649,Offer_Driven,Guided_Freestyle,60_min,2,10,Supply_Quality,Probably,The AI coaching should feel like a real teacher,No,Subscribe_Immediately
AURA_0070,Strong_Yes,Wellness,Neutral,Below_99,60,799_1199,999,Offer_Driven,Guided_Freestyle,20_min,2,10,Indian_Art_Content,Probably,The AI coaching should feel like a real teacher,Probably,Not_Interested_Sub
AURA_1964,Not_Motivated,Intrinsic_Skill,Neutral,199_349,274,499_799,649,Planned,Guided_Stepwise,45_min,2,10,Indian_Art_Content,Definitely,The AI coaching should feel like a real teacher,Definitely,Subscribe_Immediately
AURA_0014,Moderate,Quality_Time,Neutral,99_199,149,799_1199,999,Offer_Driven,Guided_Stepwise,20_min,4,8,Indian_Art_Content,Maybe,Integration with Instagram for direct sharing would be amazing,Probably,Pay_Per_Session
AURA_0375,Moderate,Quality_Time,Yes_Somewhat,199_349,274,Below_299,199,Planned,Guided_Freestyle,60_min,5,7,Skill_Progress,No,Corporate team building package must have good group pricing,Maybe,Try_Free_Trial
AURA_0894,Moderate,Status_Signal,Yes_Somewhat,No_Subscription,0,799_1199,999,Social_Proof,Guided_Freestyle,60_min,4,8,Supply_Quality,Definitely,Integration with Instagram for direct sharing would be amazing,Probably,Not_Interested_Sub
AURA_1463,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,99_199,149,299_499,399,Social_Proof,Guided_Freestyle,45_min,4,7,AI_Coaching,No,The artwork should be worth showing — printable quality,Definitely,Pay_Per_Session
AURA_1736,Moderate,Social_Content,Neutral,349_499,424,No_Box,0,Offer_Driven,Guided_Freestyle,45_min,2,9,Pod_Aesthetics,Maybe,Clean and hygienic environment is non-negotiable,Probably,Pay_Per_Session
AURA_0240,Not_Motivated,Intrinsic_Skill,Yes_Strongly,199_349,274,Below_299,199,Planned,Guided_Stepwise,60_min,5,7,Community_Gallery,Definitely,Corporate team building package must have good group pricing,Definitely,Try_Free_Trial
AURA_1207,Moderate,Intrinsic_Skill,Yes_Somewhat,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,90_min,4,10,Indian_Art_Content,Maybe,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_0851,LinkedIn_Only,Wellness,Yes_Somewhat,Above_499,599,499_799,649,Impulse,Guided_Freestyle,60_min,2,7,Pod_Aesthetics,Definitely,"I want to learn Madhubani properly, not just doodle",Probably,Pay_Per_Session
AURA_0451,Moderate,Social_Content,No,Below_99,60,799_1199,999,Planned,Challenge_Mode,60_min,2,8,Supply_Quality,Probably,"I want to learn Madhubani properly, not just doodle",Definitely,Pay_Per_Session
AURA_1266,Moderate,Wellness,Yes_Somewhat,99_199,149,499_799,649,Planned,Guided_Freestyle,60_min,5,10,Indian_Art_Content,Definitely,"The pod should feel like a premium spa, not a DIY store",Definitely,Pay_Per_Session
AURA_1069,Strong_Yes,Status_Signal,Yes_Strongly,349_499,424,499_799,649,Impulse,Challenge_Mode,60_min,4,7,Pod_Aesthetics,Probably,I'd love a date night version with my partner,Definitely,Subscribe_Immediately
AURA_0733,Strong_Yes,Intrinsic_Skill,Yes_Strongly,349_499,424,499_799,649,Planned,Meditative,90_min,2,7,AI_Coaching,No,Kids mode is a must for my family visits,Probably,Try_Free_Trial
AURA_0800,Strong_Yes,Intrinsic_Skill,Yes_Strongly,199_349,274,799_1199,999,Impulse,Guided_Stepwise,60_min,4,9,Supply_Quality,No,Integration with Instagram for direct sharing would be amazing,Maybe,Try_Free_Trial
AURA_1665,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,Above_499,599,799_1199,999,Planned,Meditative,60_min,2,8,Skill_Progress,Probably,I'd love a date night version with my partner,Maybe,Pay_Per_Session
AURA_1680,Strong_Yes,Quality_Time,No,Below_99,60,799_1199,999,Social_Proof,Guided_Stepwise,45_min,5,9,Skill_Progress,Definitely,The artwork should be worth showing — printable quality,Definitely,Try_Free_Trial
AURA_0234,LinkedIn_Only,Social_Content,Yes_Somewhat,Above_499,599,299_499,399,Planned,Guided_Stepwise,45_min,5,7,AI_Coaching,Probably,Clean and hygienic environment is non-negotiable,Maybe,Pay_Per_Session
AURA_1635,Moderate,Quality_Time,Yes_Somewhat,199_349,274,Below_299,199,Impulse,Challenge_Mode,60_min,2,9,Pod_Aesthetics,Probably,Would love a monthly challenge or competition,Definitely,Subscribe_Immediately
AURA_0895,Strong_Yes,Wellness,Yes_Strongly,199_349,274,499_799,649,Offer_Driven,Guided_Stepwise,60_min,4,9,Skill_Progress,Probably,Location in Phoenix Mall Wakad would be perfect,No,Try_Free_Trial
AURA_1108,Moderate,Wellness,Yes_Somewhat,99_199,149,499_799,649,Social_Proof,Guided_Freestyle,60_min,5,10,Pod_Aesthetics,Definitely,Good quality brushes and paints — not cheap materials,Probably,Pay_Per_Session
AURA_0352,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,99_199,149,499_799,649,Social_Proof,Guided_Stepwise,60_min,3,8,,Maybe,Clean and hygienic environment is non-negotiable,Maybe,Pay_Per_Session
AURA_1798,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,99_199,149,No_Box,0,Planned,Challenge_Mode,20_min,3,9,Indian_Art_Content,Definitely,The AI coaching should feel like a real teacher,Probably,Pay_Per_Session
AURA_0100,Moderate,Wellness,Yes_Somewhat,199_349,274,499_799,649,Planned,Guided_Stepwise,60_min,3,9,Supply_Quality,Definitely,I'd love a date night version with my partner,No,Pay_Per_Session
AURA_0103,LinkedIn_Only,Status_Signal,No,Below_99,60,Below_299,199,Offer_Driven,Guided_Freestyle,45_min,3,7,Skill_Progress,Probably,Clean and hygienic environment is non-negotiable,Definitely,Not_Interested_Sub
AURA_0653,Strong_Yes,Wellness,Yes_Somewhat,99_199,149,499_799,649,Planned,Guided_Stepwise,20_min,4,9,Pod_Aesthetics,Probably,Price must be under 500 for me to try it first,Maybe,Not_Interested_Sub
AURA_0737,Moderate,Social_Content,Yes_Strongly,99_199,149,Below_299,199,Planned,Guided_Freestyle,45_min,3,7,Supply_Quality,Maybe,Corporate team building package must have good group pricing,Definitely,Try_Free_Trial
AURA_0643,Strong_Yes,Social_Content,Yes_Strongly,Below_99,60,No_Box,0,Impulse,Guided_Stepwise,60_min,5,10,AI_Coaching,Maybe,Need to support Hindi language tutorials,Maybe,Not_Interested_Sub
AURA_1850,Strong_Yes,Status_Signal,,349_499,424,299_499,399,Offer_Driven,Guided_Stepwise,45_min,3,8,AI_Coaching,Maybe,I want to see my progress visually tracked over time,Probably,Subscribe_Immediately
AURA_0016,Not_Motivated,Social_Content,Neutral,349_499,424,499_799,649,Planned,Meditative,45_min,2,10,AI_Coaching,Probably,The AI coaching should feel like a real teacher,No,Pay_Per_Session
AURA_1339,Strong_Yes,Quality_Time,Yes_Strongly,Below_99,60,299_499,399,Offer_Driven,Meditative,60_min,5,9,AI_Coaching,Definitely,Good quality brushes and paints — not cheap materials,Maybe,Not_Interested_Sub
AURA_1364,Not_Motivated,Status_Signal,Yes_Somewhat,349_499,424,499_799,649,Impulse,Guided_Stepwise,60_min,2,9,AI_Coaching,Maybe,Need to support Hindi language tutorials,Probably,Try_Free_Trial
AURA_0941,Moderate,Status_Signal,,349_499,424,299_499,399,Social_Proof,Challenge_Mode,60_min,2,9,AI_Coaching,Maybe,I'd love a date night version with my partner,Maybe,Try_Free_Trial
AURA_0424,LinkedIn_Only,Status_Signal,Yes_Strongly,No_Subscription,0,499_799,649,Social_Proof,Challenge_Mode,20_min,4,10,,Maybe,Corporate team building package must have good group pricing,No,Not_Interested_Sub
AURA_0153,Moderate,Wellness,Yes_Somewhat,Below_99,60,299_499,399,Social_Proof,Challenge_Mode,20_min,5,10,Pod_Aesthetics,Maybe,I want to see my progress visually tracked over time,Maybe,Subscribe_Immediately
AURA_0868,Strong_Yes,Status_Signal,Yes_Somewhat,No_Subscription,0,499_799,649,Impulse,Meditative,60_min,5,9,Indian_Art_Content,No,Kids mode is a must for my family visits,Definitely,Try_Free_Trial
AURA_0105,LinkedIn_Only,Wellness,Neutral,Above_499,599,299_499,399,Planned,Challenge_Mode,60_min,4,8,Indian_Art_Content,Definitely,"The pod should feel like a premium spa, not a DIY store",Probably,Pay_Per_Session
AURA_0521,Moderate,Intrinsic_Skill,No,349_499,424,799_1199,999,Planned,Meditative,60_min,5,10,Supply_Quality,Maybe,Need to support Hindi language tutorials,No,Subscribe_Immediately
AURA_1417,Not_Motivated,Social_Content,,199_349,274,No_Box,0,Planned,Guided_Stepwise,45_min,3,7,Pod_Aesthetics,Maybe,Corporate team building package must have good group pricing,Definitely,Not_Interested_Sub
AURA_0125,Moderate,Intrinsic_Skill,No,99_199,149,Below_299,199,Planned,Meditative,90_min,4,10,Pod_Aesthetics,No,Price must be under 500 for me to try it first,Maybe,Try_Free_Trial
AURA_1538,Moderate,Wellness,Yes_Strongly,349_499,424,299_499,399,Social_Proof,Guided_Stepwise,90_min,4,9,Pod_Aesthetics,Probably,I want to see my progress visually tracked over time,Maybe,Try_Free_Trial
AURA_0874,Not_Motivated,Intrinsic_Skill,No,Above_499,599,799_1199,999,Social_Proof,Guided_Stepwise,45_min,3,8,Pod_Aesthetics,Probably,Would love a monthly challenge or competition,No,Subscribe_Immediately
AURA_0425,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,99_199,149,299_499,399,Planned,Challenge_Mode,60_min,3,9,Indian_Art_Content,Maybe,The artwork should be worth showing — printable quality,Definitely,Try_Free_Trial
AURA_0418,LinkedIn_Only,Wellness,Neutral,349_499,424,299_499,399,Planned,Guided_Stepwise,45_min,5,9,Supply_Quality,No,Corporate team building package must have good group pricing,Maybe,Subscribe_Immediately
AURA_0269,Not_Motivated,Wellness,Yes_Strongly,349_499,424,499_799,649,Social_Proof,Meditative,90_min,3,9,Indian_Art_Content,Definitely,Kids mode is a must for my family visits,Probably,Subscribe_Immediately
AURA_1057,Strong_Yes,Social_Content,Yes_Strongly,199_349,274,299_499,399,Social_Proof,Meditative,45_min,3,10,Indian_Art_Content,Maybe,The AI coaching should feel like a real teacher,Maybe,Try_Free_Trial
AURA_1096,Moderate,Wellness,Yes_Somewhat,No_Subscription,0,499_799,649,Social_Proof,Guided_Freestyle,60_min,4,9,Indian_Art_Content,No,Integration with Instagram for direct sharing would be amazing,Probably,Pay_Per_Session
AURA_0888,Not_Motivated,Status_Signal,,99_199,149,No_Box,0,Planned,Guided_Stepwise,60_min,5,10,,Probably,Integration with Instagram for direct sharing would be amazing,Probably,Not_Interested_Sub
AURA_1920,Strong_Yes,Status_Signal,Yes_Strongly,199_349,274,299_499,399,Social_Proof,Guided_Stepwise,90_min,3,10,Supply_Quality,Probably,Good quality brushes and paints — not cheap materials,Maybe,Try_Free_Trial
AURA_0937,Strong_Yes,Social_Content,Neutral,Above_499,599,799_1199,999,Impulse,Guided_Freestyle,60_min,4,7,Skill_Progress,Probably,Corporate team building package must have good group pricing,Maybe,Try_Free_Trial
AURA_0276,Not_Motivated,Wellness,Neutral,99_199,149,Below_299,199,Impulse,Challenge_Mode,45_min,3,10,Community_Gallery,No,Integration with Instagram for direct sharing would be amazing,Maybe,Try_Free_Trial
AURA_1424,Strong_Yes,Status_Signal,Yes_Somewhat,Below_99,60,299_499,399,Planned,Guided_Stepwise,20_min,4,9,Indian_Art_Content,Maybe,Clean and hygienic environment is non-negotiable,Maybe,Not_Interested_Sub
AURA_0732,Moderate,Social_Content,Neutral,199_349,274,799_1199,999,Offer_Driven,Challenge_Mode,60_min,3,7,Pod_Aesthetics,Definitely,Price must be under 500 for me to try it first,Definitely,Try_Free_Trial
AURA_1197,Strong_Yes,Quality_Time,Yes_Somewhat,349_499,424,499_799,649,Social_Proof,Guided_Stepwise,60_min,1,7,Community_Gallery,No,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_0447,Moderate,Intrinsic_Skill,Yes_Somewhat,99_199,149,799_1199,999,Social_Proof,Guided_Freestyle,60_min,2,10,AI_Coaching,Definitely,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_0585,Moderate,Social_Content,Yes_Somewhat,99_199,149,299_499,399,Planned,Guided_Freestyle,90_min,2,8,Indian_Art_Content,Maybe,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_1219,LinkedIn_Only,Intrinsic_Skill,Neutral,199_349,274,499_799,649,Planned,Challenge_Mode,90_min,1,10,Indian_Art_Content,Probably,Kids mode is a must for my family visits,Probably,Not_Interested_Sub
AURA_0071,Strong_Yes,Intrinsic_Skill,No,199_349,274,Below_299,199,Impulse,Meditative,60_min,3,8,AI_Coaching,No,Need to support Hindi language tutorials,Probably,Try_Free_Trial
AURA_1604,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,99_199,149,799_1199,999,Social_Proof,Guided_Freestyle,60_min,3,7,Indian_Art_Content,Probably,Location in Phoenix Mall Wakad would be perfect,Definitely,Not_Interested_Sub
AURA_0013,Strong_Yes,Quality_Time,Yes_Strongly,349_499,424,299_499,399,Planned,Guided_Freestyle,90_min,3,9,Supply_Quality,No,The AI coaching should feel like a real teacher,Maybe,Pay_Per_Session
AURA_1577,Not_Motivated,Intrinsic_Skill,Neutral,99_199,149,499_799,649,Planned,Meditative,60_min,4,9,Pod_Aesthetics,Probably,The AI coaching should feel like a real teacher,Maybe,Pay_Per_Session
AURA_0460,Moderate,Intrinsic_Skill,Yes_Strongly,99_199,149,499_799,649,Offer_Driven,Guided_Freestyle,20_min,5,10,AI_Coaching,Definitely,Clean and hygienic environment is non-negotiable,Probably,Pay_Per_Session
AURA_0126,LinkedIn_Only,Quality_Time,Yes_Somewhat,Below_99,60,799_1199,999,Social_Proof,Guided_Freestyle,90_min,3,9,Supply_Quality,Maybe,Corporate team building package must have good group pricing,Probably,Pay_Per_Session
AURA_1172,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,349_499,424,799_1199,999,Planned,Challenge_Mode,90_min,3,10,AI_Coaching,Probably,Good quality brushes and paints — not cheap materials,Maybe,Try_Free_Trial
AURA_0254,Strong_Yes,Wellness,Neutral,199_349,274,499_799,649,Social_Proof,Challenge_Mode,60_min,4,9,Indian_Art_Content,No,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_0962,Strong_Yes,Wellness,Yes_Strongly,199_349,274,299_499,399,Offer_Driven,Guided_Freestyle,90_min,3,9,Indian_Art_Content,No,I want to see my progress visually tracked over time,Definitely,Subscribe_Immediately
AURA_1527,Strong_Yes,Intrinsic_Skill,Yes_Strongly,199_349,274,299_499,399,Planned,Meditative,45_min,4,8,Pod_Aesthetics,Probably,Location in Phoenix Mall Wakad would be perfect,No,Try_Free_Trial
AURA_0587,Strong_Yes,Wellness,Yes_Strongly,99_199,149,799_1199,999,Planned,Guided_Freestyle,20_min,3,8,AI_Coaching,Maybe,Integration with Instagram for direct sharing would be amazing,Maybe,Subscribe_Immediately
AURA_0876,Moderate,Wellness,Yes_Strongly,Below_99,60,299_499,399,Offer_Driven,Meditative,60_min,5,8,Indian_Art_Content,No,"The pod should feel like a premium spa, not a DIY store",Definitely,Pay_Per_Session
AURA_1144,Strong_Yes,Social_Content,Yes_Strongly,349_499,424,299_499,399,Social_Proof,Guided_Stepwise,60_min,5,9,Supply_Quality,Definitely,Kids mode is a must for my family visits,Definitely,Pay_Per_Session
AURA_1004,LinkedIn_Only,Wellness,Yes_Somewhat,199_349,274,499_799,649,Social_Proof,Challenge_Mode,90_min,4,9,AI_Coaching,,I want to see my progress visually tracked over time,Maybe,Subscribe_Immediately
AURA_0042,Not_Motivated,Wellness,Yes_Strongly,349_499,424,299_499,399,Planned,Guided_Freestyle,90_min,5,10,,Probably,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_1544,Strong_Yes,Quality_Time,Neutral,199_349,274,299_499,399,Planned,Challenge_Mode,60_min,4,10,Indian_Art_Content,No,Clean and hygienic environment is non-negotiable,Probably,Not_Interested_Sub
AURA_1560,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,Above_499,599,499_799,649,Social_Proof,Guided_Stepwise,45_min,3,10,AI_Coaching,No,Would love a monthly challenge or competition,Definitely,Try_Free_Trial
AURA_1531,Strong_Yes,Wellness,Yes_Somewhat,199_349,274,Below_299,199,Offer_Driven,Guided_Stepwise,60_min,4,10,Supply_Quality,Definitely,The artwork should be worth showing — printable quality,Definitely,Try_Free_Trial
AURA_0232,Not_Motivated,Social_Content,Yes_Strongly,199_349,274,Below_299,199,Planned,Meditative,45_min,3,8,AI_Coaching,No,Kids mode is a must for my family visits,Maybe,Try_Free_Trial
AURA_1714,Moderate,Status_Signal,No,99_199,149,299_499,399,Impulse,Guided_Stepwise,45_min,2,9,Supply_Quality,Maybe,Need to support Hindi language tutorials,Probably,Pay_Per_Session
AURA_0592,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,199_349,274,799_1199,999,Planned,Guided_Stepwise,20_min,4,9,Supply_Quality,Maybe,Good quality brushes and paints — not cheap materials,Definitely,Subscribe_Immediately
AURA_1760,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,199_349,274,299_499,399,Offer_Driven,Guided_Freestyle,60_min,4,9,AI_Coaching,Definitely,Price must be under 500 for me to try it first,Probably,Pay_Per_Session
AURA_0558,Moderate,Status_Signal,Yes_Strongly,Above_499,599,Below_299,199,Planned,Meditative,90_min,3,9,Indian_Art_Content,Maybe,I'd love a date night version with my partner,Probably,Pay_Per_Session
AURA_0486,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,199_349,274,299_499,399,Offer_Driven,Guided_Freestyle,45_min,1,7,Supply_Quality,Definitely,Good quality brushes and paints — not cheap materials,Definitely,Subscribe_Immediately
AURA_1208,Strong_Yes,Quality_Time,Yes_Strongly,99_199,149,499_799,649,Social_Proof,Guided_Freestyle,45_min,2,9,Pod_Aesthetics,Maybe,The artwork should be worth showing — printable quality,Probably,Subscribe_Immediately
